"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"combinat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.0-8",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"4.3.0"
"commonmark","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.9.1",NA,NA,NA,NA,"curl, testthat, xml2",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"commonsMath","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.8",NA,NA,NA,NA,"rJava (>= 0.9-10), testthat, knitr, rmarkdown",NA,"Apache License 2.0 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"compiler","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3","base",NA,NA,NA,NA,NA,"Part of R 4.3.3",NA,NA,NA,NA,NA,"4.3.3"
"conditionz","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.0",NA,"R(>= 3.2.1)","R6, uuid",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"config","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.2",NA,NA,"yaml (>= 2.1.19)",NA,"testthat, knitr, rmarkdown, covr, spelling, withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"conflicted","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.0",NA,"R (>= 3.2)","cli (>= 3.4.0), memoise, rlang (>= 1.0.0)",NA,"callr, covr, dplyr, Matrix, methods, pkgload, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"contfrac","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-12",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"convevol","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.1",NA,"MASS, ape, cluster, geiger, phytools",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"corHMM","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.8",NA,"ape, nloptr, GenSA","expm, numDeriv, corpcor, MASS, nnet, phangorn, parallel,
viridis, Rmpfr, igraph, phytools",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"corpcor","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6.10",NA,"R (>= 3.0.2)","stats",NA,"",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"corrgram","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.14",NA,NA,"graphics, grDevices, stats",NA,"gridBase, knitr, Matrix, psych, rmarkdown, seriation,
sfsmisc, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"corrplot","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.92",NA,NA,NA,NA,"seriation, knitr, RColorBrewer, rmarkdown, magrittr,
prettydoc, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"cowplot","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.3",NA,"R (>= 3.5.0)","ggplot2 (>= 3.4.0), grid, gtable, grDevices, methods, rlang,
scales",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"cpp11","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.7",NA,"R (>= 3.5.0)",NA,NA,"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, Rcpp,
testthat (>= 3.2.0), tibble, utils, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"cramer","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-4",NA,"R (>= 0.65), boot","Rcpp (>= 1.0.12)","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"crayon","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.2",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"credentials","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.1",NA,NA,"openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"crosstalk","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.1",NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",NA,"shiny, ggplot2, testthat (>= 2.1.0), sass, bslib",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"crul","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.0",NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime",NA,"testthat, roxygen2 (>= 7.1.1), fauxpas (>= 0.1.0), webmockr
(>= 0.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"ctv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-5",NA,"R (>= 3.0.0), utils",NA,NA,"xml2, knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.0"
"cubature","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.0",NA,NA,"Rcpp","Rcpp","testthat, knitr, mvtnorm, benchr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"Cubist","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.2.1",NA,"lattice","reshape2, utils",NA,"covr, dplyr (>= 0.7.4), knitr, mlbench, modeldata, rlang,
rmarkdown, testthat (>= 3.0.0), tidyrules",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"curl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.2.1",NA,"R (>= 3.0.0)",NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, later,
rmarkdown, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"CVST","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2-3",NA,"kernlab,Matrix",NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","4.3.0"
"d3Network","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.2.1",NA,"R (>= 3.0.0)","plyr, rjson, whisker",NA,"RCurl",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"DAMOCLES","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.3",NA,"R (>= 3.0)","caper, ape, deSolve, matrixStats, expm, picante, Matrix, DDD
(>= 3.4), stats, methods, Hmisc",NA,"testthat (>= 2.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"data.table","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.15.2",NA,"R (>= 3.1.0)","methods",NA,"bit64 (>= 4.0.0), bit (>= 4.0.4), R.utils, xts, zoo (>=
1.8-1), yaml, knitr, markdown",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"datasets","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.3.3","base",NA,NA,NA,NA,NA,"Part of R 4.3.3",NA,NA,NA,NA,NA,"4.3.3"
"DBI","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.2",NA,"methods, R (>= 3.0.0)",NA,NA,"arrow, blob, covr, DBItest, dbplyr, downlit, dplyr, glue,
hms, knitr, magrittr, nanoarrow (>= 0.3.0.1), RMariaDB,
rmarkdown, rprojroot, RSQLite (>= 1.1-2), testthat (>= 3.0.0),
vctrs, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"dbplyr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.5.0",NA,"R (>= 3.6)","blob (>= 1.2.0), cli (>= 3.6.1), DBI (>= 1.1.3), dplyr (>=
1.1.2), glue (>= 1.6.2), lifecycle (>= 1.0.3), magrittr,
methods, pillar (>= 1.9.0), purrr (>= 1.0.1), R6 (>= 2.2.2),
rlang (>= 1.1.1), tibble (>= 3.2.1), tidyr (>= 1.3.0),
tidyselect (>= 1.2.1), utils, vctrs (>= 0.6.3), withr (>=
2.5.0)",NA,"bit64, covr, knitr, Lahman, nycflights13, odbc (>= 1.4.2),
RMariaDB (>= 1.2.2), rmarkdown, RPostgres (>= 1.4.5),
RPostgreSQL, RSQLite (>= 2.3.1), testthat (>= 3.1.10)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"ddalpha","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.15",NA,"R (>= 2.10), stats, utils, graphics, grDevices, MASS, class,
robustbase, sfsmisc, geometry","Rcpp (>= 0.11.0)","BH, Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"DDD","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.2.2",NA,"R (>= 3.5.0)","deSolve, ape, phytools, subplex, DEoptim, Matrix, expm,
SparseM, Rcpp (>= 1.0.10)","Rcpp (>= 1.0.10), RcppEigen, BH (>= 1.81.0-1)","testthat (>= 3.0.0), testit, igraph",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"decido","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,"R (>= 3.2.5)","Rcpp","Rcpp","covr, testthat, knitr, oz, rmarkdown, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"deldir","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0-4",NA,"R (>= 3.5.0)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"dendextend","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.17.1",NA,"R (>= 3.0.0)","utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",NA,"knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, dynamicTreeCut, pvclust,
corrplot, DendSer, MASS, cluster, fpc, circlize (>= 0.2.5),
covr","ggdendro, dendroextras, Hmisc, data.table, rpart, WGCNA,
moduleColor, distory, phangorn, zoo","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.0"
"denstrip","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.4",NA,"R (>= 2.15)","lattice",NA,NA,"survival","GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"DEoptim","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2-8",NA,"parallel","methods",NA,"foreach, iterators, colorspace, lattice, parallelly",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"DEoptimR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-3",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"Deriv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.1.3",NA,NA,"methods",NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"desc","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.3",NA,"R (>= 3.4)","cli, R6, utils",NA,"callr, covr, gh, spelling, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"DescTools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.99.54",NA,"base, stats, R (>= 4.2.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10), rstudioapi, Exact, gld, data.table,
readxl, httr, withr, cli","Rcpp","RDCOMClient, tcltk, VGAM, R.rsp, testthat (>= 3.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"deSolve","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.40",NA,"R (>= 3.3.0)","methods, graphics, grDevices, stats",NA,"scatterplot3d, FME",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"devtools","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.5",NA,"R (>= 3.0.2), usethis (>= 2.1.6)","cli (>= 3.3.0), desc (>= 1.4.1), ellipsis (>= 0.3.2), fs (>=
1.5.2), lifecycle (>= 1.0.1), memoise (>= 2.0.1), miniUI (>=
0.1.1.1), pkgbuild (>= 1.3.1), pkgdown (>= 2.0.6), pkgload (>=
1.3.0), profvis (>= 0.3.7), rcmdcheck (>= 1.4.0), remotes (>=
2.4.2), rlang (>= 1.0.4), roxygen2 (>= 7.2.1), rversions (>=
2.1.1), sessioninfo (>= 1.2.2), stats, testthat (>= 3.1.5),
tools, urlchecker (>= 1.0.1), utils, withr (>= 2.5.0)",NA,"BiocManager (>= 1.30.18), callr (>= 3.7.1), covr (>= 3.5.1),
curl (>= 4.3.2), digest (>= 0.6.29), DT (>= 0.23), foghorn (>=
1.4.2), gh (>= 1.3.0), gmailr (>= 1.0.1), httr (>= 1.4.3),
knitr (>= 1.39), lintr (>= 3.0.0), MASS, mockery (>= 0.4.3),
pingr (>= 2.0.1), rhub (>= 1.1.1), rmarkdown (>= 2.14),
rstudioapi (>= 0.13), spelling (>= 2.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"dfoptim","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2023.1.0",NA,"R (>= 2.10.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"diagram","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6.5",NA,"R (>= 2.01), shape","stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"dichromat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0-0.1",NA,"R (>= 2.10), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"dictionaRy","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.1",NA,"jsonlite, tibble",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"diffobj","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.5",NA,"R (>= 3.1.0)","crayon (>= 1.3.2), tools, methods, utils, stats",NA,"knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"digest","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.35",NA,"R (>= 3.3.0)","utils",NA,"tinytest, simplermarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"dimRed","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.6",NA,"R (>= 3.0.0), DRR","magrittr, methods",NA,"NMF, MASS, Matrix, RANN, RSpectra, Rtsne, cccd, coRanking,
diffusionMap, energy, fastICA, ggplot2, graphics, igraph,
keras, kernlab, knitr, loe, optimx, pcaL1, pcaPP, reticulate,
rgl, scales, scatterplot3d, stats, tensorflow, testthat, tidyr,
tinytex, umap, vegan",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"diptest","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.77-0",NA,NA,"graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"directlabels","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2024.1.21",NA,NA,"grid (>= 3.0.0), quadprog",NA,"MASS, knitr, markdown, inlinedocs, RColorBrewer, ggplot2 (>=
2.0), rlang, lattice, alphahull, nlme, lars, latticeExtra,
dplyr, ggthemes, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"dirmult","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.3-5",NA,"R (>= 2.5.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"discretization","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-1.1",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"dismo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3-14",NA,"R (>= 3.6.3), raster (>= 3.5-21), sp (>= 1.4-5)","Rcpp, methods, terra (>= 1.5-34)","Rcpp","rJava (>= 0.9-7), XML, ROCR, deldir, gstat, randomForest,
kernlab, jsonlite, gbm (>= 2.1.1)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.0"
"distory","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.4",NA,"ape (>= 5.0)","graphics, stats",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"diversitree","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10-0",NA,"R (>= 2.10), methods, ape","deSolve (>= 1.7), graphics, grDevices, stats, subplex, Rcpp
(>= 0.10.0)","Rcpp","numDeriv, minqa, lubridate, expm, caper, geiger",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"doParallel","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.17",NA,"R (>= 2.14.0), foreach (>= 1.2.0), iterators (>= 1.0.0),
parallel, utils",NA,NA,"caret, mlbench, rpart, RUnit","compiler","GPL-2",NA,NA,NA,NA,"no","4.3.0"
"doSNOW","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.20",NA,"R (>= 2.5.0), foreach(>= 1.2.0), iterators(>= 1.0.0), snow(>=
0.3.0), utils",NA,NA,"compiler, RUnit, caret, mlbench, rpart, parallel",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"dotCall64","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-1",NA,"R (>= 3.1)",NA,NA,"microbenchmark, RhpcBLASctl, RColorBrewer, roxygen2, spam,
testthat,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"downlit","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.3",NA,"R (>= 3.4.0)","brio, desc, digest, evaluate, fansi, memoise, rlang, vctrs,
withr, yaml",NA,"covr, htmltools, jsonlite, MASS, MassSpecWavelet, pkgload,
rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"downloader","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4",NA,NA,"utils, digest",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"dplyr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.4",NA,"R (>= 3.5.0)","cli (>= 3.4.0), generics, glue (>= 1.3.2), lifecycle (>=
1.0.3), magrittr (>= 1.5), methods, pillar (>= 1.9.0), R6,
rlang (>= 1.1.0), tibble (>= 3.2.0), tidyselect (>= 1.2.0),
utils, vctrs (>= 0.6.4)",NA,"bench, broom, callr, covr, DBI, dbplyr (>= 2.2.1), ggplot2,
knitr, Lahman, lobstr, microbenchmark, nycflights13, purrr,
rmarkdown, RMySQL, RPostgreSQL, RSQLite, stringi (>= 1.7.6),
testthat (>= 3.1.5), tidyr (>= 1.3.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"DRR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.0.4",NA,"kernlab, CVST, Matrix","stats, methods",NA,"knitr, rmarkdown",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"DT","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.32",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), httpuv, jsonlite
(>= 0.9.16), magrittr, crosstalk, jquerylib, promises",NA,"knitr (>= 1.8), rmarkdown, shiny (>= 1.6), bslib, future,
testit, tibble",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dtplyr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,"R (>= 3.3)","cli (>= 3.4.0), data.table (>= 1.13.0), dplyr (>= 1.1.0),
glue, lifecycle, rlang (>= 1.0.4), tibble, tidyselect (>=
1.2.0), vctrs (>= 0.4.1)",NA,"bench, covr, knitr, rmarkdown, testthat (>= 3.1.2), tidyr (>=
1.1.0), waldo (>= 0.3.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"dunn.test","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.5",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"dygraphs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",NA,"testthat","rmarkdown (>= 0.3.3), shiny (>= 0.10.2.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"dynamicTreeCut","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.63-1",NA,"R (>= 2.3.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"e1071","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7-14",NA,NA,"graphics, grDevices, class, stats, methods, utils, proxy",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"earth","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.3.3",NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotmo (>= 3.6.0),",NA,NA,"gam (>= 1.20), mgcv (>= 1.8-26), mda (>= 0.5-2), MASS (>=
7.3-51)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"Ecdat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4-2",NA,"R (>= 3.5.0), Ecfun",NA,NA,"plm, systemfit, carData, wooldridge",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"Ecfun","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3-2",NA,"R (>= 3.5.0)","fda, tis, jpeg, MASS, TeachingDemos, stringi, methods, xml2,
BMA, mvtnorm, rvest",NA,"car, DescTools, Ecdat, maps, grid, gridBase, pryr, knitr,
rmarkdown, invgamma, ipumsr, lubridate, bayesplot, bssm,
ggplot2, tibble, kableExtra, openxlsx, fitdistrplus, purrr,
markdown, EnvStats, drc, zoo, prodlim, plyr, TRAMPR, raster,
readxl",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"effects","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.2-2",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability, insight",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4, robustlmm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"ellipse","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5.0",NA,"R (>= 2.0.0),graphics,stats",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"ellipsis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.2",NA,"R (>= 3.2)","rlang (>= 0.3.0)",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"elliptic","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4-0",NA,"R (>= 2.5.0)","MASS",NA,"emulator, calibrator (>= 1.2-8)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"emmeans","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.10.0",NA,"R (>= 4.1.0)","estimability (>= 1.4.1), graphics, methods, numDeriv, stats,
utils, mvtnorm",NA,"bayesplot, bayestestR, biglm, brms, car, coda (>= 0.17),
ggplot2, lattice, logspline, mediation, mgcv, multcomp,
multcompView, nlme, ordinal (>= 2014.11-12), pbkrtest (>=
0.4-1), lme4, lmerTest (>= 2.0.32), MASS, MuMIn, rsm, knitr,
rmarkdown, sandwich, scales, splines, testthat, xtable (>=
1.8-2)","CARBayes, coxme, gee, geepack, MCMCglmm, MCMCpack, mice,
nnet, pscl, rstanarm, sommer, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"EMT","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"epubr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.6.4",NA,NA,"xml2, xslt, magrittr, tibble, dplyr, tidyr",NA,"testthat, knitr, rmarkdown, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"estimability","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5",NA,"stats, R(>= 4.3.0)",NA,NA,"knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"evaluate","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.23",NA,"R (>= 3.0.2)","methods",NA,"covr, ggplot2, lattice, rlang, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"evobiR","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1",NA,NA,"seqinr, ape, geiger, shiny, phytools",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"evolqg","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3-4",NA,"R (>= 4.1.0), plyr (>= 1.7.1)","Matrix, reshape2, ggplot2, vegan, ape, expm, numDeriv, Morpho,
mvtnorm, coda, igraph, MCMCpack, graphics, grDevices, methods,
stats, utils","Rcpp, RcppArmadillo","dplyr, testthat, foreach, grid, gridExtra, doParallel,
cowplot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"evtree","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-8",NA,"R (>= 3.3.0), partykit",NA,NA,"Formula, kernlab, lattice, mlbench, multcomp, party, rpart,
xtable",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
